medicago;soybean_id;soybean;lotus;faba;arabidopsis;maize
MtrunA17_Chr1g0204981;KRG91347;Glyma.20G149200;LotjaGi5g1v0311400;Vfaba.Hedin2.R2.3g020615;AT3G22790.1;NA
MtrunA17_Chr1g0204981;KRG91348;Glyma.20G149200;LotjaGi5g1v0311400;Vfaba.Hedin2.R2.3g020615;AT3G22790.1;NA
MtrunA17_Chr1g0205041;KRH46499;Glyma.08G337600;LotjaGi6g1v0078100;Vfaba.Hedin2.R2.4g027215;AT5G43822.1;Zm00001eb327920_P002
MtrunA17_Chr1g0205051;KRH44902;Glyma.08G238200;NA;Vfaba.Hedin2.R2.3g020621;AT1G35530.2;Zm00001eb201140_P002
MtrunA17_Chr1g0205061;KRH44901;Glyma.08G238200;LotjaGi3g1v0557400_LC;Vfaba.Hedin2.R2.3g020621;AT1G35530.2;Zm00001eb201140_P002
MtrunA17_Chr1g0205051;KRH44901;Glyma.08G238200;NA;Vfaba.Hedin2.R2.3g020621;AT1G35530.2;Zm00001eb201140_P002
MtrunA17_Chr1g0205081;KRG91339;Glyma.20G148900;LotjaGi5g1v0311700;Vfaba.Hedin2.R2.3g020632;AT3G22740.1;Zm00001eb151780_P001
MtrunA17_Chr1g0205121;KRH35494;Glyma.10G246000;LotjaGi2g1v0452900;Vfaba.Hedin2.R2.3g020633;AT2G32010.1;Zm00001eb403330_P001
MtrunA17_Chr1g0205131;KRH35497;Glyma.10G246200;LotjaGi5g1v0311900;Vfaba.Hedin2.R2.3g020636;NA;NA
MtrunA17_Chr1g0205141;KRH35498;Glyma.10G246300;LotjaGi5g1v0312000;Vfaba.Hedin2.R2.3g020639;NA;NA
MtrunA17_Chr1g0205171;KRH35503;Glyma.10G246800;LotjaGi5g1v0312400;Vfaba.Hedin2.R2.3g020641;NA;NA
MtrunA17_Chr1g0205211;KRG91310;Glyma.20G146900;LotjaGi5g1v0312600;Vfaba.Hedin2.R2.3g020651;AT3G22550.1;NA
MtrunA17_Chr1g0205221;KRH35509;Glyma.10G247100;LotjaGi5g1v0312700;Vfaba.Hedin2.R2.3g020652;AT2G32040.1;Zm00001eb117050_P001
MtrunA17_Chr1g0205251;KRH35510;Glyma.10G247200;LotjaGi5g1v0312800;Vfaba.Hedin2.R2.3g020653;AT3G22540.1;Zm00001eb047880_P001
MtrunA17_Chr1g0205271;KRG91315;Glyma.20G147200;LotjaGi5g1v0312900;Vfaba.Hedin2.R2.3g020655;AT1G05440.1;Zm00001eb057090_P001
MtrunA17_Chr1g0205281;KRG91317;Glyma.20G147400;NA;Vfaba.Hedin2.R2.3g020658;AT3G22530.1;Zm00001eb117040_P001
MtrunA17_Chr1g0205331;KRG91319;Glyma.20G147600;LotjaGi5g1v0313100_LC;NA;NA;NA
MtrunA17_Chr1g0205341;KRG91320;Glyma.20G147700;LotjaGi5g1v0313200;Vfaba.Hedin2.R2.3g020663;NA;Zm00001eb004460_P001
MtrunA17_Chr1g0205361;KRG91323;Glyma.20G148000;LotjaGi3g1v0542800;NA;NA;NA
MtrunA17_Chr1g0205371;KRG91323;Glyma.20G148000;NA;NA;NA;NA
MtrunA17_Chr1g0205381;KRG91324;Glyma.20G148100;NA;Vfaba.Hedin2.R2.3g020667;NA;NA
MtrunA17_Chr1g0205381;KRG91325;Glyma.20G148100;NA;Vfaba.Hedin2.R2.3g020667;NA;NA
MtrunA17_Chr1g0205391;KRG91301;Glyma.20G146100;LotjaGi2g1v0189500_LC;Vfaba.Hedin2.R2.3g020668;AT3G22440.1;Zm00001eb117030_P002
MtrunA17_Chr1g0205401;KRH35521;Glyma.10G248100;LotjaGi5g1v0313400;Vfaba.Hedin2.R2.3g020670;AT3G22430.1;Zm00001eb403270_P001
MtrunA17_Chr1g0205431;KRH47243;Glyma.07G018200;LotjaGi5g1v0313600;Vfaba.Hedin2.R2.3g020674;AT1G05385.1;Zm00001eb214960_P001
MtrunA17_Chr1g0205431;KRH47244;Glyma.07G018200;LotjaGi5g1v0313600;Vfaba.Hedin2.R2.3g020674;AT1G05385.1;Zm00001eb214960_P001
MtrunA17_Chr1g0205431;KRH47245;Glyma.07G018200;LotjaGi5g1v0313600;Vfaba.Hedin2.R2.3g020674;AT1G05385.1;Zm00001eb214960_P001
MtrunA17_Chr1g0205441;KRG91297;Glyma.20G145900;LotjaGi5g1v0313700;Vfaba.Hedin2.R2.3g020675;NA;Zm00001eb070570_P005
MtrunA17_Chr1g0205451;RCW19151;Glyma.11G005300;LotjaGi2g1v0455500_LC;Vfaba.Hedin2.R2.3g020677;AT4G14920.1;Zm00001eb301070_P003
MtrunA17_Chr1g0205461;KRH70924;Glyma.02G118600;LotjaGi5g1v0314000;Vfaba.Hedin2.R2.3g020678;AT2G22070.1;Zm00001eb059190_P001
MtrunA17_Chr1g0205461;KRH70925;Glyma.02G118600;LotjaGi5g1v0314000;Vfaba.Hedin2.R2.3g020678;AT2G22070.1;Zm00001eb059190_P001
MtrunA17_Chr1g0205471;KRG91296;Glyma.20G145800;LotjaGi5g1v0313900;Vfaba.Hedin2.R2.3g020679;NA;NA
MtrunA17_Chr1g0205491;KRG91291;Glyma.20G145700;LotjaGi5g1v0314100;Vfaba.Hedin2.R2.3g020683;AT3G54970.1;Zm00001eb194920_P001
MtrunA17_Chr1g0205491;KRG91292;Glyma.20G145700;LotjaGi5g1v0314100;Vfaba.Hedin2.R2.3g020683;AT3G54970.1;Zm00001eb194920_P001
MtrunA17_Chr1g0205491;KRG91293;Glyma.20G145700;LotjaGi5g1v0314100;Vfaba.Hedin2.R2.3g020683;AT3G54970.1;Zm00001eb194920_P001
MtrunA17_Chr1g0205501;KRH27630;Glyma.11G005100;NA;Vfaba.Hedin2.R2.1g008761;AT4G14930.1;Zm00001eb302930_P001
MtrunA17_Chr1g0205521;KRG91290;Glyma.20G145600;NA;NA;NA;NA
MtrunA17_Chr1g0205521;KRH35528;Glyma.10G248500;NA;NA;NA;NA
MtrunA17_Chr1g0205531;KRG91288;Glyma.20G145500;LotjaGi5g1v0314300;Vfaba.Hedin2.R2.3g020688;AT1G05370.1;Zm00001eb008830_P002
MtrunA17_Chr1g0205541;KRH35530;Glyma.10G248700;LotjaGi5g1v0314400;NA;NA;NA
MtrunA17_Chr1g0205561;KRH46016;Glyma.08G307400;NA;NA;NA;NA
MtrunA17_Chr1g0205551;KRH46016;Glyma.08G307400;NA;NA;NA;NA
MtrunA17_Chr1g0205571;KRG91283;Glyma.20G145200;LotjaGi5g1v0314500;Vfaba.Hedin2.R2.3g020693;NA;Zm00001eb107350_P001
MtrunA17_Chr1g0205581;KRG91276;Glyma.20G144800;LotjaGi5g1v0314700;Vfaba.Hedin2.R2.3g020702;AT2G32150.1;Zm00001eb054100_P001
MtrunA17_Chr1g0205611;KRG91271;Glyma.20G144600;LotjaGi5g1v0314850;Vfaba.Hedin2.R2.3g020705;AT3G22400.1;Zm00001eb054040_P001
MtrunA17_Chr1g0205611;KRG91272;Glyma.20G144600;LotjaGi5g1v0314850;Vfaba.Hedin2.R2.3g020705;AT3G22400.1;Zm00001eb054040_P001
MtrunA17_Chr1g0205651;KRH35537;Glyma.10G249300;LotjaGi5g1v0315000;NA;NA;NA
MtrunA17_Chr1g0205651;KRH35538;Glyma.10G249300;LotjaGi5g1v0315000;NA;NA;NA
MtrunA17_Chr1g0205681;KRH35541;Glyma.10G249400;LotjaGi5g1v0315400;Vfaba.Hedin2.R2.3g020718;NA;NA
MtrunA17_Chr1g0205701;KRG91265;Glyma.20G144000;NA;Vfaba.Hedin2.R2.3g020723;AT5G26330.1;Zm00001eb324900_P001
MtrunA17_Chr1g0205711;KRG91264;Glyma.20G143900;LotjaGi5g1v0315700;Vfaba.Hedin2.R2.3g020725;AT3G05970.1;Zm00001eb404990_P005
MtrunA17_Chr1g0205721;KRH35546;Glyma.10G249800;LotjaGi5g1v0315900;NA;NA;NA
MtrunA17_Chr1g0205721;KRH35547;Glyma.10G249800;LotjaGi5g1v0315900;NA;NA;NA
MtrunA17_Chr1g0205721;KRH35548;Glyma.10G249800;LotjaGi5g1v0315900;NA;NA;NA
MtrunA17_Chr1g0205731;KRH35550;Glyma.10G249900;NA;Vfaba.Hedin2.R2.3g020727;AT5G19340.1;NA
MtrunA17_Chr1g0205741;KRG91260;Glyma.20G143600;LotjaGi5g1v0316100;Vfaba.Hedin2.R2.3g020728;AT3G05990.1;Zm00001eb350920_P003
MtrunA17_Chr1g0205751;KRH35552;Glyma.10G250100;LotjaGi2g1v0457000;Vfaba.Hedin2.R2.3g020729;NA;Zm00001eb287530_P004
MtrunA17_Chr1g0205751;KRH35553;Glyma.10G250100;LotjaGi2g1v0457000;Vfaba.Hedin2.R2.3g020729;NA;Zm00001eb287530_P004
MtrunA17_Chr1g0205761;KRH27361;Glyma.12G230400;LotjaGi3g1v0244100;Vfaba.Hedin2.R2.3g020731;AT1G78800.1;Zm00001eb072460_P001
MtrunA17_Chr1g0205781;KRG91257;Glyma.20G143400;NA;Vfaba.Hedin2.R2.4g027544;NA;NA
MtrunA17_Chr1g0205871;KRH35555;Glyma.10G250300;LotjaGi5g1v0316500;Vfaba.Hedin2.R2.3g020760;NA;NA
MtrunA17_Chr1g0205881;KRH35556;Glyma.10G250400;LotjaGi5g1v0316600;Vfaba.Hedin2.R2.3g020759;AT5G19320.1;NA
MtrunA17_Chr1g0205881;KRH35557;Glyma.10G250400;LotjaGi5g1v0316600;Vfaba.Hedin2.R2.3g020759;AT5G19320.1;NA
MtrunA17_Chr1g0205881;KRH35558;Glyma.10G250400;LotjaGi5g1v0316600;Vfaba.Hedin2.R2.3g020759;AT5G19320.1;NA
MtrunA17_Chr1g0205891;KRH35559;Glyma.10G250500;LotjaGi5g1v0316700;Vfaba.Hedin2.R2.3g020758;AT3G06010.1;Zm00001eb417900_P002
MtrunA17_Chr1g0205901;KRG91252;Glyma.20G143100;LotjaGi5g1v0316800;Vfaba.Hedin2.R2.3g020756;AT5G19300.1;Zm00001eb373340_P004
MtrunA17_Chr1g0205921;KRG91251;Glyma.20G143000;LotjaGi5g1v0166600;Vfaba.Hedin2.R2.3g020753;AT5G19260.1;NA
MtrunA17_Chr1g0205931;KRH35566;Glyma.10G250800;NA;Vfaba.Hedin2.R2.3g020752;NA;NA
MtrunA17_Chr1g0205941;KRG91245;Glyma.20G142800;LotjaGi5g1v0317200;Vfaba.Hedin2.R2.3g020750;NA;NA
MtrunA17_Chr1g0205951;KRG91244;Glyma.20G142700;LotjaGi5g1v0317100;Vfaba.Hedin2.R2.3g020749;NA;NA
MtrunA17_Chr1g0205971;KRH02138;Glyma.17G018600;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205971;KRH27604;Glyma.11G003600;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205971;KRH27605;Glyma.11G003600;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205971;KRH27606;Glyma.11G003600;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205971;KRH27608;Glyma.11G003700;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205971;KRH27609;Glyma.11G003700;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205971;KRH51002;Glyma.07G255500;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205971;KRH77880;Glyma.01G240000;NA;Vfaba.Hedin2.R2.4g026861;AT1G07770.1;Zm00001eb119260_P001
MtrunA17_Chr1g0205991;KRG91237;Glyma.20G142100;NA;Vfaba.Hedin2.R2.3g020746;NA;Zm00001eb413130_P001
MtrunA17_Chr1g0206051;KRH35586;Glyma.10G251600;LotjaGi5g1v0317500;Vfaba.Hedin2.R2.3g020743;AT1G61790.1;Zm00001eb043070_P001
MtrunA17_Chr1g0206061;KRG91236;Glyma.20G142000;LotjaGi5g1v0317600;Vfaba.Hedin2.R2.3g020742;AT5G54770.1;Zm00001eb356910_P003
MtrunA17_Chr1g0206081;KRG91233;Glyma.20G141800;LotjaGi5g1v0317700;NA;NA;NA
MtrunA17_Chr1g0206091;KRG91232;Glyma.20G141700;LotjaGi5g1v0317800;Vfaba.Hedin2.R2.3g020736;AT1G61780.1;Zm00001eb413280_P001
MtrunA17_Chr1g0206091;KRH35588;Glyma.10G251800;LotjaGi5g1v0317800;Vfaba.Hedin2.R2.3g020736;AT1G61780.1;Zm00001eb413280_P001
MtrunA17_Chr1g0206121;KRH35596;Glyma.10G252200;LotjaGi5g1v0318000;NA;NA;NA
MtrunA17_Chr1g0206141;KRG91225;Glyma.20G141100;LotjaGi5g1v0318200;Vfaba.Hedin2.R2.3g020770;AT4G21210.1;Zm00001eb323140_P001
MtrunA17_Chr1g0206151;KRH35598;Glyma.10G252400;LotjaGi5g1v0318300;Vfaba.Hedin2.R2.3g020772;AT4G21215.2;Zm00001eb323150_P003
MtrunA17_Chr1g0206161;KRH35599;Glyma.10G252500;LotjaGi5g1v0318400;NA;NA;NA
MtrunA17_Chr1g0206231;KRG91220;Glyma.20G140700;LotjaGi5g1v0318500;NA;NA;NA
MtrunA17_Chr1g0206271;KRG97332;Glyma.18G001400;LotjaGi6g1v0038800;Vfaba.Hedin2.R2.2g013558;AT5G43670.1;Zm00001eb215130_P001
MtrunA17_Chr1g0206331;KRG91215;Glyma.20G140400;LotjaGi5g1v0318600;Vfaba.Hedin2.R2.3g020778;NA;NA
MtrunA17_Chr1g0206351;KRG91213;Glyma.20G140200;LotjaGi2g1v0164000_LC;Vfaba.Hedin2.R2.3g020779;AT4G05200.1;Zm00001eb291380_P001
MtrunA17_Chr1g0206361;KRG91209;Glyma.20G139900;LotjaGi5g1v0318800;Vfaba.Hedin2.R2.3g020780;NA;NA
MtrunA17_Chr1g0206401;KRH35610;Glyma.10G253200;LotjaGi4g1v0411500_LC;Vfaba.Hedin2.R2.3g020781;NA;NA
MtrunA17_Chr1g0206531;KRG91171;Glyma.20G138100;LotjaGi1g1v0129600;Vfaba.Hedin2.R2.3g020788;NA;NA
MtrunA17_Chr1g0206571;KRH35619;Glyma.10G254000;NA;Vfaba.Hedin2.R2.3g022529;NA;NA
MtrunA17_Chr1g0206661;KRH03239;Glyma.17G086000;LotjaGi5g1v0319100;Vfaba.Hedin2.R2.3g020793;AT4G33740.1;Zm00001eb055870_P001
MtrunA17_Chr1g0206681;KRG91154;Glyma.20G137000;LotjaGi5g1v0319200;Vfaba.Hedin2.R2.3g020795;AT2G14620.1;NA
MtrunA17_Chr1g0206701;KRG91148;Glyma.20G136500;LotjaGi3g1v0141800;Vfaba.Hedin2.R2.3g020805;AT5G60440.1;Zm00001eb296470_P001
MtrunA17_Chr1g0206731;KRG91146;Glyma.20G136300;LotjaGi1g1v0410900;NA;NA;NA
MtrunA17_Chr1g0206791;KRH35631;Glyma.10G255100;LotjaGi5g1v0319500;NA;NA;NA
MtrunA17_Chr1g0206811;KRG91144;Glyma.20G136100;LotjaGi5g1v0319600;Vfaba.Hedin2.R2.3g020809;AT1G50020.1;Zm00001eb201730_P001
MtrunA17_Chr1g0206871;KRH35634;Glyma.10G255300;LotjaGi5g1v0319700;Vfaba.Hedin2.R2.3g020811;NA;NA
MtrunA17_Chr1g0206881;KRH35640;Glyma.10G255500;LotjaGi5g1v0319800;NA;NA;NA
MtrunA17_Chr1g0206911;KRH35641;Glyma.10G255600;NA;Vfaba.Hedin2.R2.3g020817;AT1G23780.1;Zm00001eb009480_P001
MtrunA17_Chr1g0206911;KRH35642;Glyma.10G255600;NA;Vfaba.Hedin2.R2.3g020817;AT1G23780.1;Zm00001eb009480_P001
MtrunA17_Chr1g0206921;KRH35644;Glyma.10G255700;LotjaGi5g1v0320000;Vfaba.Hedin2.R2.3g020818;NA;NA
MtrunA17_Chr1g0206931;KRG91135;Glyma.20G135700;NA;Vfaba.Hedin2.R2.3g020821;AT3G49780.1;NA
MtrunA17_Chr1g0206961;KRG91134;Glyma.20G135600;LotjaGi1g1v0174700;Vfaba.Hedin2.R2.3g020825;AT1G50000.1;NA
MtrunA17_Chr1g0207001;KRH35649;Glyma.10G256000;LotjaGi5g1v0321400;Vfaba.Hedin2.R2.3g020822;AT1G49975.1;Zm00001eb056210_P001
MtrunA17_Chr1g0207011;KRH35650;Glyma.10G256100;LotjaGi5g1v0321500;Vfaba.Hedin2.R2.3g020826;NA;NA
MtrunA17_Chr1g0207021;KRG91130;Glyma.20G135300;LotjaGi5g1v0321700;Vfaba.Hedin2.R2.3g020829;AT1G49960.1;NA
MtrunA17_Chr1g0207181;KRG91117;Glyma.20G134600;LotjaGi5g1v0321900;Vfaba.Hedin2.R2.3g020832;AT1G04640.1;Zm00001eb295550_P001
MtrunA17_Chr1g0207191;KRH35661;Glyma.10G256800;NA;NA;NA;NA
MtrunA17_Chr1g0207241;KRG91113;Glyma.20G134200;LotjaGi5g1v0322100;Vfaba.Hedin2.R2.3g020838;NA;Zm00001eb007740_P001
MtrunA17_Chr1g0207261;KRG91112;Glyma.20G134100;LotjaGi2g1v0459800;Vfaba.Hedin2.R2.3g020846;AT3G19650.1;Zm00001eb007690_P001
MtrunA17_Chr1g0207271;KRH35665;Glyma.10G257200;LotjaGi5g1v0322300;Vfaba.Hedin2.R2.3g020847;AT3G19615.1;NA
MtrunA17_Chr1g0207281;KRG91110;Glyma.20G133900;LotjaGi2g1v0103700_LC;NA;NA;NA
MtrunA17_Chr1g0207291;KRH35666;Glyma.10G257300;LotjaGi5g1v0322500;Vfaba.Hedin2.R2.3g020849;AT2G14740.1;NA
MtrunA17_Chr1g0207301;KRG91108;Glyma.20G133700;LotjaGi5g1v0322600;NA;NA;NA
MtrunA17_Chr1g0207311;KRG91107;Glyma.20G133600;LotjaGi5g1v0322700;NA;NA;NA
MtrunA17_Chr1g0207331;KRH35670;Glyma.10G257600;LotjaGi5g1v0322900;Vfaba.Hedin2.R2.3g020854;AT2G14835.1;Zm00001eb027340_P003
MtrunA17_Chr1g0207341;KRG91103;Glyma.20G133300;LotjaGi5g1v0323000;Vfaba.Hedin2.R2.3g020856;AT1G49970.1;Zm00001eb297340_P001
MtrunA17_Chr1g0207381;KRH12082;Glyma.15G150600;NA;NA;NA;NA
MtrunA17_Chr1g0207451;KRH35675;Glyma.10G257900;LotjaGi5g1v0323100;Vfaba.Hedin2.R2.3g020858;NA;NA
MtrunA17_Chr1g0207461;KRH35676;Glyma.10G258000;LotjaGi5g1v0323300;Vfaba.Hedin2.R2.3g020860;AT2G14820.1;NA
MtrunA17_Chr1g0207461;KRH35677;Glyma.10G258000;LotjaGi5g1v0323300;Vfaba.Hedin2.R2.3g020860;AT2G14820.1;NA
MtrunA17_Chr1g0207461;KRH35678;Glyma.10G258000;LotjaGi5g1v0323300;Vfaba.Hedin2.R2.3g020860;AT2G14820.1;NA
MtrunA17_Chr1g0207461;KRH35679;Glyma.10G258000;LotjaGi5g1v0323300;Vfaba.Hedin2.R2.3g020860;AT2G14820.1;NA
MtrunA17_Chr1g0207471;KRG91097;Glyma.20G133000;LotjaGi2g1v0460400;NA;NA;NA
MtrunA17_Chr1g0207481;KRH35684;Glyma.10G258400;LotjaGi5g1v0323500;Vfaba.Hedin2.R2.3g020861;AT3G19570.2;Zm00001eb007470_P001
MtrunA17_Chr1g0207481;KRH35685;Glyma.10G258400;LotjaGi5g1v0323500;Vfaba.Hedin2.R2.3g020861;AT3G19570.2;Zm00001eb007470_P001
MtrunA17_Chr1g0207501;KRH35688;Glyma.10G258500;NA;NA;NA;NA
MtrunA17_Chr1g0207511;KRG91090;Glyma.20G132600;LotjaGi5g1v0323700;Vfaba.Hedin2.R2.3g020863;AT4G33890.1;Zm00001eb058280_P001
MtrunA17_Chr1g0207521;KRH35690;Glyma.10G258700;LotjaGi5g1v0323800;NA;NA;NA
MtrunA17_Chr1g0207531;KRG91088;Glyma.20G132400;LotjaGi5g1v0323900;Vfaba.Hedin2.R2.3g020865;NA;NA
MtrunA17_Chr1g0207541;KRG91085;Glyma.20G132200;LotjaGi5g1v0324200;Vfaba.Hedin2.R2.3g020866;AT1G49870.1;Zm00001eb050130_P001
MtrunA17_Chr1g0207541;KRG91086;Glyma.20G132200;LotjaGi5g1v0324200;Vfaba.Hedin2.R2.3g020866;AT1G49870.1;Zm00001eb050130_P001
MtrunA17_Chr1g0207551;KRH35695;Glyma.10G259000;LotjaGi5g1v0324300;NA;NA;NA
MtrunA17_Chr1g0207561;KRG91075;Glyma.20G131600;LotjaGi5g1v0324700;NA;NA;NA
MtrunA17_Chr1g0207571;KRH35699;Glyma.10G259400;LotjaGi2g1v0406500;Vfaba.Hedin2.R2.3g020872;AT4G33920.1;Zm00001eb058130_P001
MtrunA17_Chr1g0207581;KRH35700;Glyma.10G259500;LotjaGi5g1v0325000;Vfaba.Hedin2.R2.3g020876;AT3G19540.1;Zm00001eb326340_P002
MtrunA17_Chr1g0207581;KRG91072;Glyma.20G131300;LotjaGi5g1v0325000;NA;NA;NA
MtrunA17_Chr1g0207601;KRH35701;Glyma.10G259600;LotjaGi5g1v0325100;Vfaba.Hedin2.R2.2g017195;AT4G34280.1;NA
MtrunA17_Chr1g0207611;KRH35705;Glyma.10G259800;LotjaGi5g1v0325200;NA;NA;NA
MtrunA17_Chr1g0207631;KRG91066;Glyma.20G131000;LotjaGi5g1v0325300;NA;NA;NA
MtrunA17_Chr1g0207641;KRH35707;Glyma.10G260000;LotjaGi6g1v0217800_LC;Vfaba.Hedin2.R2.2g014630;NA;NA
MtrunA17_Chr1g0207651;KRH35709;Glyma.10G260200;LotjaGi5g1v0325500;Vfaba.Hedin2.R2.3g020887;AT2G14910.1;Zm00001eb219230_P002
MtrunA17_Chr1g0207661;KRH35711;Glyma.10G260400;LotjaGi5g1v0325600;Vfaba.Hedin2.R2.3g020888;AT3G19510.1;Zm00001eb293860_P001
MtrunA17_Chr1g0207661;KRH35712;Glyma.10G260400;LotjaGi5g1v0325600;Vfaba.Hedin2.R2.3g020888;AT3G19510.1;Zm00001eb293860_P001
MtrunA17_Chr1g0207671;KRG91060;Glyma.20G130700;LotjaGi5g1v0325700;Vfaba.Hedin2.R2.3g020889;AT4G34270.1;Zm00001eb214380_P001
MtrunA17_Chr1g0207671;KRG91059;Glyma.20G130700;LotjaGi5g1v0325700;Vfaba.Hedin2.R2.3g020889;AT4G34270.1;Zm00001eb214380_P001
MtrunA17_Chr1g0207681;KRG91059;Glyma.20G130700;NA;Vfaba.Hedin2.R2.3g020889;AT4G34270.1;Zm00001eb214380_P001
MtrunA17_Chr1g0207691;KRH35714;Glyma.10G260600;LotjaGi5g1v0325800;Vfaba.Hedin2.R2.3g020890;NA;Zm00001eb219210_P001
MtrunA17_Chr1g0207701;KRH35717;Glyma.10G260700;NA;Vfaba.Hedin2.R2.3g020891;AT2G15000.2;NA
MtrunA17_Chr1g0207701;KRH35718;Glyma.10G260700;NA;Vfaba.Hedin2.R2.3g020891;AT2G15000.2;NA
MtrunA17_Chr1g0207701;KRG91053;Glyma.20G130500;NA;Vfaba.Hedin2.R2.3g020891;AT2G15000.2;NA
MtrunA17_Chr1g0207701;KRG91054;Glyma.20G130500;NA;Vfaba.Hedin2.R2.3g020891;AT2G15000.2;NA
MtrunA17_Chr1g0207711;KRH35721;Glyma.10G260900;LotjaGi5g1v0325900;Vfaba.Hedin2.R2.3g020892;AT4G34260.1;Zm00001eb027590_P004
MtrunA17_Chr1g0207751;KRG91043;Glyma.20G130300;LotjaGi5g1v0326000;Vfaba.Hedin2.R2.3g020909;AT2G15020.1;Zm00001eb020450_P001
MtrunA17_Chr1g0207771;KRG91042;Glyma.20G130200;LotjaGi5g1v0326100;Vfaba.Hedin2.R2.3g020910;AT3G19500.1;NA
MtrunA17_Chr1g0207781;KRG91040;Glyma.20G130000;LotjaGi1g1v0211500_LC;Vfaba.Hedin2.R2.3g020913;AT2G15220.1;Zm00001eb044960_P001
MtrunA17_Chr1g0207801;KRH35728;Glyma.10G261300;LotjaGi5g1v0326400;Vfaba.Hedin2.R2.3g020915;AT1G49820.1;Zm00001eb433310_P001
MtrunA17_Chr1g0207801;KRH35729;Glyma.10G261300;LotjaGi5g1v0326400;Vfaba.Hedin2.R2.3g020915;AT1G49820.1;Zm00001eb433310_P001
MtrunA17_Chr1g0207811;KRH63718;Glyma.04G192900;LotjaGi1g1v0235100;Vfaba.Hedin2.R2.3g020916;AT5G50320.1;Zm00001eb079280_P001
MtrunA17_Chr1g0207821;KRH63715;Glyma.04G192600;LotjaGi1g1v0234700;Vfaba.Hedin2.R2.3g020918;AT5G50310.1;Zm00001eb079290_P003
MtrunA17_Chr1g0207891;KRG91012;Glyma.20G127800;LotjaGi5g1v0326500;Vfaba.Hedin2.R2.3g020921;AT2G15230.1;Zm00001eb307440_P002
MtrunA17_Chr1g0207981;KRH35745;Glyma.10G262700;LotjaGi5g1v0326800;Vfaba.Hedin2.R2.3g020927;NA;NA
MtrunA17_Chr1g0208001;KRG91018;Glyma.20G128300;LotjaGi5g1v0326900_LC;Vfaba.Hedin2.R2.3g020931;NA;NA
MtrunA17_Chr1g0208031;KRH35742;Glyma.10G262400;LotjaGi5g1v0327000;Vfaba.Hedin2.R2.3g020941;AT3G19450.1;Zm00001eb234730_P001
MtrunA17_Chr1g0208051;KRG91022;Glyma.20G128700;LotjaGi5g1v0327100;Vfaba.Hedin2.R2.3g020942;AT2G15240.1;Zm00001eb307360_P003
MtrunA17_Chr1g0208061;KRH35739;Glyma.10G262200;LotjaGi5g1v0327200;Vfaba.Hedin2.R2.3g020943;AT2G15270.1;Zm00001eb393310_P001
MtrunA17_Chr1g0208061;KRG91023;Glyma.20G128800;LotjaGi5g1v0327200;NA;NA;NA
MtrunA17_Chr1g0208091;KRG91024;Glyma.20G128900;LotjaGi5g1v0327300;Vfaba.Hedin2.R2.3g020944;AT3G19460.1;Zm00001eb433320_P001
MtrunA17_Chr1g0208101;KRG91026;Glyma.20G129100;LotjaGi5g1v0327400;Vfaba.Hedin2.R2.3g020946;AT2G15290.1;Zm00001eb387350_P001
MtrunA17_Chr1g0208101;KRG91027;Glyma.20G129100;LotjaGi5g1v0327400;Vfaba.Hedin2.R2.3g020946;AT2G15290.1;Zm00001eb387350_P001
MtrunA17_Chr1g0208121;KRG91028;Glyma.20G129200;LotjaGi5g1v0327500;Vfaba.Hedin2.R2.3g020947;AT4G34220.1;NA
MtrunA17_Chr1g0208131;KRG91029;Glyma.20G129300;LotjaGi5g1v0327700;Vfaba.Hedin2.R2.6g032954;AT4G34215.1;Zm00001eb086990_P002
MtrunA17_Chr1g0208141;KRG91030;Glyma.20G129400;LotjaGi5g1v0327800;NA;NA;NA
MtrunA17_Chr1g0208161;RCW19226;Glyma.10G262900;LotjaGi5g1v0327900;Vfaba.Hedin2.R2.3g020949;AT3G19490.1;Zm00001eb307330_P002
MtrunA17_Chr1g0208171;KRH35751;Glyma.10G263000;LotjaGi5g1v0328100;NA;NA;NA
MtrunA17_Chr1g0208181;KRH25590;Glyma.12G113700;LotjaGi3g1v0004900;Vfaba.Hedin2.R2.3g020950;AT2G01640.1;Zm00001eb133530_P002
MtrunA17_Chr1g0208191;KRG91005;Glyma.20G127300;LotjaGi5g1v0328500;Vfaba.Hedin2.R2.3g020952;AT2G15320.1;NA
MtrunA17_Chr1g0208201;KRG91000;Glyma.20G126900;LotjaGi5g1v0329100;Vfaba.Hedin2.R2.3g020953;AT4G35220.1;NA
